PK,Store_Number,Store_State,Item_Code,Item_Name,Package_Type,Retail,Actual_Sales_$_L52W,L52W_in_Stock,Normalized_Sales_$_L52W,Age_of_the_Store_(years),Store_Size,Households_(HH),%_HH_Income_>_$100K,Median_HH_Income,Average_Net_Worth,%_Population_w/_Bachelor's_Degree_+,%_Hispanic,%_Asian,%_African_American,%_Population_Age_50-70,Store_Tier,Price_to_Stock_Ratio,Stock_to_Sales_Ratio,Income_Age_Interaction,Nor_sales_per_store_size
924_80115750,924,FL,80115750.0,ZD Cabernet Sauvignon,750ml,58.49,1018.0,51,1038.0,10.03, Medium ,45822,33.3,69771.0,1679664.0,45.5,8.1,2.4,1.3,32.6,2,1.1248076923076924,0.04908565928777671,1085.58,1092.44
512_80115750,512,TX,80115750.0,ZD Cabernet Sauvignon,750ml,66.99,628.0,52,628.0,8.01, Medium ,106276,31.4,68377.0,960399.0,33.7,34.7,12.2,17.6,23.3,1,1.2639622641509434,0.08267090620031796,731.62,1633.5
1117_80115750,1117,CA,80115750.0,ZD Cabernet Sauvignon,750ml,64.99,1319.0,52,1319.0,7.55, Small ,113869,66.4,160965.0,2129200.0,71.4,18.8,33.3,3.3,22.7,2,1.2262264150943396,0.03939393939393939,1507.28,1996.71
528_80115750,528,TX,80115750.0,ZD Cabernet Sauvignon,750ml,79.99,2358.0,50,2452.0,6.06, Medium ,83891,40.7,80985.0,1329555.0,45.4,18.3,9.3,10.7,27.3,3,1.5684313725490195,0.020383204239706482,1111.1100000000001,1698.84
2201_80115750,2201,NY,80115750.0,ZD Cabernet Sauvignon,750ml,76.99,2166.0,52,2166.0,6.99, Large ,145881,56.2,113250.0,2286117.0,43.9,22.4,14.3,17.0,25.8,4,1.4526415094339622,0.023996308260267652,1449.96,2166.0
1205_80115750,1205,NV,80115750.0,ZD Cabernet Sauvignon,750ml,83.99,1616.0,52,1616.0,8.01, Medium ,144212,24.4,57086.0,483096.0,26.7,29.3,14.9,12.2,23.2,3,1.5847169811320754,0.032158317872603585,566.0799999999999,1616.0
909_80115750,909,FL,80115750.0,ZD Cabernet Sauvignon,750ml,72.99,1293.0,48,1401.0,17.6, Medium ,128481,26.2,57186.0,622337.0,39.7,31.0,3.2,17.5,23.8,3,1.4895918367346939,0.034236804564907276,623.56,1160.71
1803_80115750,1803,MO,80115750.0,ZD Cabernet Sauvignon,750ml,80.99,69.0,52,69.0,8.95, Large ,47303,56.7,112649.0,2597742.0,65.6,3.4,9.6,3.3,29.9,3,1.5281132075471697,0.7428571428571429,1695.33,69.0
705_80115750,705,SC,80115750.0,ZD Cabernet Sauvignon,750ml,66.99,3715.0,48,4025.0,4.73, Large ,39008,47.8,94176.0,1544341.0,64.0,2.3,1.8,11.9,24.9,2,1.367142857142857,0.011922503725782414,1190.2199999999998,2557.21
1126_80115750,1126,CA,80115750.0,ZD Cabernet Sauvignon,750ml,60.99,3293.0,51,3358.0,6.5, Medium ,184922,43.8,85785.0,1159131.0,48.2,36.3,30.0,5.7,25.0,3,1.1728846153846155,0.01518309020541828,1095.0,866.75
1008_80115750,1008,AZ,80115750.0,ZD Cabernet Sauvignon,750ml,70.99,615.0,52,615.0,13.29, Large ,62900,35.0,76687.0,788083.0,25.9,43.0,5.2,10.0,19.2,0,1.339433962264151,0.08441558441558442,672.0,852.5
303_80115750,303,NJ,80115750.0,ZD Cabernet Sauvignon,750ml,86.99,731.0,52,731.0,22.66, Large ,174536,49.7,99120.0,1561975.0,46.8,27.2,16.7,10.6,26.6,4,1.641320754716981,0.07103825136612021,1322.0200000000002,884.0
2605_80115750,2605,MI,80115750.0,ZD Cabernet Sauvignon,750ml,72.99,207.0,29,371.0,0.64, Large ,70177,49.6,98966.0,1808879.0,55.4,4.3,13.0,4.6,27.0,3,2.433,0.07795698924731183,1339.2,989.79
1104_80115750,1104,CA,80115750.0,ZD Cabernet Sauvignon,750ml,60.99,638.0,52,638.0,15.24, Large ,84828,42.6,87836.0,913943.0,30.5,54.0,11.2,9.6,21.2,3,1.150754716981132,0.081377151799687,903.12,1467.09
914_80115750,914,FL,80115750.0,ZD Cabernet Sauvignon,750ml,58.49,2757.0,52,2757.0,16.09, Medium ,53078,35.5,74843.0,1374467.0,40.7,14.5,3.3,5.5,29.4,4,1.1035849056603775,0.01885424220449601,1043.7,1071.43
613_80115750,613,NC,80115750.0,ZD Cabernet Sauvignon,750ml,69.99,140.0,10,728.0,14.05, Medium ,66168,55.8,111573.0,2080707.0,65.1,7.0,9.3,8.3,26.1,3,6.362727272727272,0.013717421124828532,1456.38,3638.96
517_80115750,517,TX,80115750.0,ZD Cabernet Sauvignon,750ml,66.99,5625.0,52,5625.0,7.67, Medium ,186096,28.4,56721.0,916533.0,45.9,42.0,11.6,13.9,20.8,4,1.2639622641509434,0.009242801279772485,590.72,1633.5
1002_80115750,1002,AZ,80115750.0,ZD Cabernet Sauvignon,750ml,70.99,767.0,52,767.0,16.8, Medium ,118274,31.5,70227.0,945516.0,30.4,17.2,4.5,3.9,25.8,1,1.339433962264151,0.06770833333333333,812.7,4418.75
901_80115750,901,FL,80115750.0,ZD Cabernet Sauvignon,750ml,58.49,2091.0,52,2091.0,19.18, Small ,112471,28.6,57338.0,751078.0,40.7,38.1,3.2,18.1,24.0,4,1.1035849056603775,0.0248565965583174,686.4000000000001,1118.4
510_80115750,510,TX,80115750.0,ZD Cabernet Sauvignon,750ml,67.99,397.0,52,397.0,9.13, Large ,89768,50.5,100766.0,1102354.0,57.7,19.0,19.2,5.8,21.8,1,1.2828301886792453,0.1306532663316583,1100.9,1797.12
210_80115750,210,VA,80115750.0,ZD Cabernet Sauvignon,750ml,68.99,68.0,52,68.0,23.61, Large ,54009,35.1,75562.0,1184772.0,40.4,9.3,4.0,14.8,24.0,3,1.3016981132075471,0.7536231884057971,842.4000000000001,511.0
1706_80115750,1706,MA,80115750.0,ZD Cabernet Sauvignon,750ml,66.99,1157.0,52,1157.0,5.44, Large ,95581,43.0,85117.0,1006511.0,43.0,5.7,17.2,12.0,26.3,4,1.2639622641509434,0.044905008635578586,1130.9,1405.2
921_80115750,921,FL,80115750.0,ZD Cabernet Sauvignon,750ml,58.99,990.0,52,990.0,11.62, Medium ,29318,39.1,80220.0,1640636.0,46.8,11.0,4.1,5.8,29.4,2,1.1130188679245283,0.05247225025227043,1149.54,1071.43
1009_80115750,1009,AZ,80115750.0,ZD Cabernet Sauvignon,750ml,70.99,391.0,52,391.0,12.19, Large ,115955,17.9,48071.0,459209.0,34.4,31.4,3.9,6.0,24.5,1,1.339433962264151,0.1326530612244898,438.54999999999995,852.5
616_80115750,616,NC,80115750.0,ZD Cabernet Sauvignon,750ml,69.99,70.0,20,182.0,0.47, Small ,46337,67.2,133633.0,1868814.0,70.8,6.8,20.8,5.8,23.6,4,3.3328571428571427,0.1092896174863388,1585.92,182.0
609_80115750,609,NC,80115750.0,ZD Cabernet Sauvignon,750ml,69.99,3357.0,52,3357.0,21.28, Large ,39025,49.7,99311.0,1506221.0,57.2,8.8,4.0,9.5,23.6,3,1.320566037735849,0.015485407980941036,1172.92,1845.0
523_80115750,523,TX,80115750.0,ZD Cabernet Sauvignon,750ml,79.99,63.0,11,298.0,6.96, Large ,87784,44.6,90801.0,857716.0,40.0,24.1,7.7,10.5,19.2,1,6.665833333333333,0.03678929765886288,856.32,8495.5
1603_80115750,1603,MN,80115750.0,ZD Cabernet Sauvignon,750ml,82.99,570.0,52,570.0,10.14, Large ,68674,46.0,91151.0,1352855.0,45.9,7.2,6.3,12.0,25.3,2,1.5658490566037735,0.09106830122591944,1163.8,570.0
1705_80115750,1705,MA,80115750.0,ZD Cabernet Sauvignon,750ml,66.99,590.0,52,590.0,6.13, Large ,78191,60.8,124634.0,2530877.0,62.9,4.1,14.1,2.9,28.2,3,1.2639622641509434,0.08798646362098139,1714.56,1405.2
1130_80115750,1130,CA,80115750.0,ZD Cabernet Sauvignon,750ml,69.99,1085.0,52,1085.0,2.48, Large ,81756,64.4,125031.0,2006458.0,63.0,12.1,27.7,2.4,25.8,3,1.320566037735849,0.04788213627992634,1661.5200000000002,1467.09
1141_80115750,1141,CA,80115750.0,ZD Cabernet Sauvignon,750ml,60.99,38.0,9,217.0,0.25, Medium ,394314,32.9,64024.0,550253.0,46.2,40.1,16.9,8.0,22.0,4,6.099,0.04128440366972477,723.8,4911.59
2303_80115750,2303,CO,80115750.0,ZD Cabernet Sauvignon,750ml,69.99,1349.0,52,1349.0,2.18, Large ,106175,43.7,86834.0,1414923.0,45.8,21.3,4.2,1.5,26.7,3,1.320566037735849,0.03851851851851852,1166.79,1349.0
615_80115750,615,NC,80115750.0,ZD Cabernet Sauvignon,750ml,68.99,333.0,52,333.0,2.36, Large ,46760,29.5,57047.0,975895.0,44.5,6.8,1.8,10.2,21.6,2,1.3016981132075471,0.15568862275449102,637.2,1845.0
1401_80115750,1401,WA,80115750.0,ZD Cabernet Sauvignon,750ml,89.99,1022.0,34,1563.0,12.35, Large ,101821,65.4,141954.0,2180090.0,72.3,6.9,31.9,2.4,24.7,4,2.571142857142857,0.021739130434782608,1615.38,1563.06
1007_80115750,1007,AZ,80115750.0,ZD Cabernet Sauvignon,750ml,70.99,20793.0,52,20793.0,13.12, Medium ,86579,47.7,94804.0,1970370.0,57.2,8.5,5.0,2.2,30.4,4,1.339433962264151,0.0025007213619313265,1450.08,4418.75
2002_80115750,2002,TN,80115750.0,ZD Cabernet Sauvignon,750ml,87.99,1125.0,52,1125.0,2.96, Large ,42984,52.5,104831.0,2274695.0,67.1,7.1,8.0,7.3,26.7,4,1.660188679245283,0.046181172291296625,1401.75,1125.0
702_80115750,702,SC,80115750.0,ZD Cabernet Sauvignon,750ml,66.99,1006.0,49,1068.0,20.15, Large ,65062,29.2,60808.0,627934.0,43.6,3.8,2.0,33.3,21.9,2,1.3397999999999999,0.04583723105706267,639.4799999999999,2505.02
908_80115750,908,FL,80115750.0,ZD Cabernet Sauvignon,750ml,58.99,3622.0,52,3622.0,17.01, Large ,64972,40.4,79478.0,2029369.0,43.0,24.6,1.8,6.4,27.3,4,1.1130188679245283,0.014352746342809827,1102.92,2212.43
402_80115750,402,MD,80115750.0,ZD Cabernet Sauvignon,750ml,86.99,982.0,47,1086.0,26.98, Large ,51979,46.1,92318.0,1049169.0,46.1,16.6,10.0,42.9,21.3,4,1.8122916666666666,0.04323827046918123,981.9300000000001,1086.47
531_80115750,531,TX,80115750.0,ZD Cabernet Sauvignon,750ml,79.99,266.0,11,1257.0,4.59, Small ,181332,37.3,74464.0,864068.0,53.9,38.4,4.4,16.4,20.0,3,6.665833333333333,0.008744038155802861,746.0,3961.45
1701_80115750,1701,MA,80115750.0,ZD Cabernet Sauvignon,750ml,66.99,4312.0,52,4312.0,8.97, Large ,56102,56.1,113727.0,2295006.0,62.7,10.8,11.3,4.6,26.2,4,1.2639622641509434,0.012056573150939021,1469.82,1405.2
939_80115750,939,FL,80115750.0,ZD Cabernet Sauvignon,750ml,58.49,728.0,42,901.0,0.91, Medium ,49433,26.3,62986.0,748645.0,25.8,22.8,2.5,18.5,25.9,2,1.360232558139535,0.04656319290465632,681.17,1326.53
1004_80115750,1004,AZ,80115750.0,ZD Cabernet Sauvignon,750ml,70.99,693.0,52,693.0,15.19, Medium ,97652,38.7,80276.0,1036358.0,46.1,24.1,7.7,8.7,24.0,1,1.339433962264151,0.07492795389048991,928.8000000000001,4418.75
1121_80115750,1121,CA,80115750.0,ZD Cabernet Sauvignon,750ml,64.99,970.0,52,970.0,7.02, Large ,65961,74.2,165740.0,2343649.0,63.9,12.6,34.9,3.4,24.3,3,1.2262264150943396,0.053553038105046344,1803.0600000000002,1467.09
519_80115750,519,TX,80115750.0,ZD Cabernet Sauvignon,750ml,66.99,1948.0,51,1986.0,7.59, Large ,70748,63.6,123797.0,1717510.0,58.6,22.0,19.9,13.2,20.8,2,1.2882692307692307,0.025666834423754403,1322.88,1832.36
805_80115750,805,GA,80115750.0,ZD Cabernet Sauvignon,750ml,64.97,1982.0,52,1982.0,5.96, Large ,94937,41.4,81847.0,1286339.0,63.6,14.6,7.2,26.7,21.0,2,1.2258490566037736,0.026222894604135148,869.4,1982.0
502_80115750,502,TX,80115750.0,ZD Cabernet Sauvignon,750ml,79.99,70.0,11,331.0,12.02, Large ,106636,29.3,62719.0,853693.0,36.7,33.9,4.1,19.8,21.3,2,6.665833333333333,0.03313253012048193,624.09,8495.5
931_80115750,931,FL,80115750.0,ZD Cabernet Sauvignon,750ml,58.49,211.0,52,211.0,6.48, Large ,162992,22.1,52054.0,616482.0,31.6,38.4,2.2,32.8,25.6,4,1.1035849056603775,0.24528301886792453,565.7600000000001,2212.43
919_80115750,919,FL,80115750.0,ZD Cabernet Sauvignon,750ml,58.49,1021.0,52,1021.0,12.31, Medium ,144133,25.7,56680.0,716877.0,30.9,27.9,3.7,38.5,24.9,3,1.1035849056603775,0.050880626223091974,639.93,1071.43
529_80115750,529,TX,80115750.0,ZD Cabernet Sauvignon,750ml,66.99,885.0,51,902.0,5.96, Large ,52803,48.7,97144.0,1101290.0,46.5,28.2,14.4,30.2,18.6,0,1.2882692307692307,0.05647840531561462,905.8200000000002,1832.36
1201_80115750,1201,NV,80115750.0,ZD Cabernet Sauvignon,750ml,83.99,1627.0,52,1627.0,14.67, Large ,170684,30.0,64506.0,873551.0,31.5,26.3,11.6,11.5,25.2,4,1.5847169811320754,0.03194103194103194,756.0,1627.0
701_80115750,701,SC,80115750.0,ZD Cabernet Sauvignon,750ml,66.99,134.0,7,995.0,20.99, Small ,40497,27.7,60321.0,872417.0,41.0,4.1,3.6,36.4,23.8,1,8.37375,0.007028112449799197,659.26,995.43
205_80115750,205,VA,80115750.0,ZD Cabernet Sauvignon,750ml,78.99,954.0,52,954.0,26.47, Large ,112024,69.1,159315.0,2995145.0,76.9,13.2,16.9,4.2,26.0,4,1.490377358490566,0.05445026178010471,1796.6,511.0
1103_80115750,1103,CA,80115750.0,ZD Cabernet Sauvignon,750ml,60.99,1816.0,52,1816.0,16.05, Medium ,162484,50.7,101198.0,1302349.0,49.3,38.5,27.2,2.0,21.1,4,1.150754716981132,0.028618602091359385,1069.7700000000002,850.08
1134_80115750,1134,CA,80115750.0,ZD Cabernet Sauvignon,750ml,64.99,191.0,50,199.0,1.04, Medium ,71588,34.6,76455.0,829497.0,31.4,34.7,5.6,2.8,23.1,4,1.274313725490196,0.25,799.2600000000001,884.09
916_80115750,916,FL,80115750.0,ZD Cabernet Sauvignon,750ml,58.49,511.0,51,521.0,14.0, Medium ,49058,28.3,62481.0,1129541.0,31.1,13.6,1.8,8.8,30.7,2,1.1248076923076924,0.09770114942528736,868.81,1092.44
1114_80115750,1114,CA,80115750.0,ZD Cabernet Sauvignon,750ml,74.99,225.0,7,1671.0,9.07, Medium ,94195,38.1,79707.0,916092.0,29.6,24.0,29.7,14.1,21.3,1,9.37375,0.004186602870813397,811.5300000000001,6314.9
1116_80115750,1116,CA,80115750.0,ZD Cabernet Sauvignon,750ml,60.99,355.0,52,355.0,8.09, Medium ,136560,44.0,86390.0,1286108.0,40.5,34.3,13.8,4.1,25.0,2,1.150754716981132,0.14606741573033707,1100.0,850.08
219_80115750,219,VA,80115750.0,ZD Cabernet Sauvignon,750ml,78.99,79.0,10,411.0,6.63, Medium ,82573,67.0,144001.0,2629620.0,68.6,16.2,20.2,8.2,26.0,2,7.180909090909091,0.024271844660194174,1742.0,410.8
1105_80115750,1105,CA,80115750.0,ZD Cabernet Sauvignon,750ml,60.99,1393.0,52,1393.0,14.28, Small ,112976,46.7,91951.0,1420834.0,41.8,39.3,23.2,2.0,23.2,4,1.150754716981132,0.03730272596843615,1083.44,1996.71
509_80115750,509,TX,80115750.0,ZD Cabernet Sauvignon,750ml,67.99,1864.0,50,1939.0,9.45, Large ,123967,42.3,83942.0,838499.0,56.3,34.1,5.2,4.0,20.6,2,1.3331372549019607,0.02577319587628866,871.38,1869.01
516_80115750,516,TX,80115750.0,ZD Cabernet Sauvignon,750ml,66.99,5558.0,52,5558.0,7.69, Large ,239770,40.4,76352.0,1163541.0,61.0,38.1,10.0,8.1,21.2,4,1.2639622641509434,0.009354200395754632,856.4799999999999,1797.12
925_80115750,925,FL,80115750.0,ZD Cabernet Sauvignon,750ml,72.99,649.0,52,649.0,9.34, Medium ,100968,27.5,62603.0,830749.0,38.9,24.2,3.9,15.3,25.9,2,1.3771698113207547,0.08,712.25,1071.43
1137_80115750,1137,CA,80115750.0,ZD Cabernet Sauvignon,750ml,69.99,514.0,52,514.0,1.96, Medium ,69461,45.5,89025.0,1157668.0,40.5,34.1,9.1,2.5,22.0,3,1.320566037735849,0.10097087378640776,1001.0,850.08
513_80115750,513,TX,80115750.0,ZD Cabernet Sauvignon,750ml,79.99,1359.0,50,1413.0,7.34, Large ,155581,40.6,81206.0,1108685.0,57.1,16.4,20.8,13.0,24.5,3,1.5684313725490195,0.03536067892503536,994.7,1869.01
1005_80115750,1005,AZ,80115750.0,ZD Cabernet Sauvignon,750ml,70.99,2174.0,52,2174.0,15.13, Medium ,96370,50.5,100569.0,1198186.0,44.7,18.9,8.5,4.7,19.8,2,1.339433962264151,0.023908045977011495,999.9000000000001,4418.75
1109_80115750,1109,CA,80115750.0,ZD Cabernet Sauvignon,750ml,60.99,578.0,52,578.0,12.54, Medium ,174778,43.6,85443.0,1258042.0,34.2,28.1,33.4,1.1,24.8,3,1.150754716981132,0.08981001727115717,1081.28,850.08
617_80115750,617,NC,80115750.0,ZD Cabernet Sauvignon,750ml,69.99,48.0,15,165.0,0.38, Medium ,50373,46.4,92656.0,1119212.0,48.6,14.3,8.2,23.3,22.8,3,4.374375,0.09036144578313253,1057.92,2425.97
934_80115750,934,FL,80115750.0,ZD Cabernet Sauvignon,750ml,58.49,1727.0,52,1727.0,3.36, Large ,41228,45.2,90746.0,1114299.0,45.8,23.4,7.6,10.5,25.3,2,1.1035849056603775,0.03009259259259259,1143.5600000000002,2212.43
1133_80115750,1133,CA,80115750.0,ZD Cabernet Sauvignon,750ml,69.99,1936.0,46,2188.0,2.21, Large ,59305,63.6,130486.0,2322883.0,65.4,14.5,7.5,1.0,27.5,3,1.4891489361702126,0.021014161717679305,1749.0,1658.45
1125_80115750,1125,CA,80115750.0,ZD Cabernet Sauvignon,750ml,64.99,3553.0,41,4506.0,6.27, Large ,154338,53.5,107592.0,1631885.0,43.6,21.4,49.3,3.5,25.8,3,1.5473809523809523,0.009096960284002663,1380.3,1860.7
306_80115750,306,NJ,80115750.0,ZD Cabernet Sauvignon,750ml,78.99,202.0,52,202.0,2.13, Large ,125089,41.6,81688.0,1403105.0,36.8,37.2,6.3,13.2,24.5,4,1.490377358490566,0.2561576354679803,1019.2,884.0
920_80115750,920,FL,80115750.0,ZD Cabernet Sauvignon,750ml,72.99,3570.0,52,3570.0,13.08, Medium ,104075,19.2,50696.0,473709.0,31.1,27.6,4.2,38.5,21.3,4,1.3771698113207547,0.014561747409689163,408.96,1071.43
1003_80115750,1003,AZ,80115750.0,ZD Cabernet Sauvignon,750ml,70.99,6848.0,52,6848.0,16.28, Medium ,83444,41.4,82948.0,1238293.0,46.9,18.0,5.7,3.1,25.2,4,1.339433962264151,0.007592349248065411,1043.28,4418.75
904_80115750,904,FL,80115750.0,ZD Cabernet Sauvignon,750ml,58.49,561.0,52,561.0,18.68, Small ,96695,29.1,58323.0,750999.0,36.5,21.5,2.0,37.0,28.2,4,1.1035849056603775,0.09252669039145907,820.62,1118.4
1013_80115750,1013,AZ,80115750.0,ZD Cabernet Sauvignon,750ml,70.99,1054.0,52,1054.0,1.76, Medium ,58383,31.1,73466.0,838517.0,28.9,22.0,3.8,6.9,19.2,1,1.339433962264151,0.04928909952606635,597.12,4418.75
804_80115750,804,GA,80115750.0,ZD Cabernet Sauvignon,750ml,64.97,1560.0,52,1560.0,9.01, Medium ,148069,46.8,91850.0,1278623.0,70.7,16.4,10.2,13.3,20.1,3,1.2258490566037736,0.033311979500320305,940.6800000000001,1560.0
1118_80115750,1118,CA,80115750.0,ZD Cabernet Sauvignon,750ml,64.99,4030.0,46,4556.0,8.01, Small ,109664,55.3,110951.0,2014020.0,54.5,21.2,15.5,2.7,26.7,3,1.3827659574468083,0.010094360324775072,1476.51,2257.16
1010_80115750,1010,AZ,80115750.0,ZD Cabernet Sauvignon,750ml,70.99,1665.0,51,1698.0,10.07, Medium ,150250,21.7,52906.0,326496.0,36.7,32.7,4.3,7.0,17.4,1,1.3651923076923076,0.03001765744555621,377.58,4505.39
1001_80115750,1001,AZ,80115750.0,ZD Cabernet Sauvignon,750ml,70.99,1356.0,52,1356.0,16.13, Medium ,104841,19.5,43730.0,519532.0,37.9,36.1,4.9,4.1,22.4,2,1.339433962264151,0.03831982313927782,436.79999999999995,4418.75
905_80115750,905,FL,80115750.0,ZD Cabernet Sauvignon,750ml,58.49,3430.0,52,3430.0,17.7, Large ,114906,35.1,67832.0,1601701.0,46.7,18.5,2.8,10.9,27.7,4,1.1035849056603775,0.0151559312153891,972.27,2212.43
1708_80115750,1708,MA,80115750.0,ZD Cabernet Sauvignon,750ml,66.99,351.0,52,351.0,1.29, Large ,105187,52.4,104487.0,1728724.0,54.2,14.6,7.0,23.6,26.2,4,1.2639622641509434,0.14772727272727273,1372.8799999999999,1405.2
938_80115750,938,FL,80115750.0,ZD Cabernet Sauvignon,750ml,55.99,956.0,52,956.0,2.08, Large ,42464,33.7,67747.0,1174543.0,59.2,6.3,4.2,20.2,24.9,2,1.0564150943396227,0.054336468129571575,839.13,2212.43
1139_80115750,1139,CA,80115750.0,ZD Cabernet Sauvignon,750ml,60.99,1966.0,45,2272.0,1.14, Large ,299012,41.5,80990.0,840862.0,49.1,33.5,9.9,21.8,23.4,3,1.3258695652173913,0.019797624285085788,971.0999999999999,1695.31
937_80115750,937,FL,80115750.0,ZD Cabernet Sauvignon,750ml,55.99,1156.0,52,1156.0,2.46, Large ,57919,19.4,47357.0,507951.0,30.6,6.0,3.2,31.1,24.3,2,1.0564150943396227,0.0449438202247191,471.41999999999996,2212.43
1108_80115750,1108,CA,80115750.0,ZD Cabernet Sauvignon,750ml,74.99,989.0,52,989.0,13.04, Large ,151263,28.5,60692.0,701980.0,36.0,27.6,10.4,10.6,22.9,3,1.4149056603773584,0.052525252525252523,652.65,1467.09
936_80115750,936,FL,80115750.0,ZD Cabernet Sauvignon,750ml,58.49,196.0,46,222.0,0.96, Medium ,191164,26.1,51604.0,582251.0,37.2,79.5,1.4,7.8,24.3,4,1.244468085106383,0.2062780269058296,634.23,1211.18
1901_80115750,1901,WI,80115750.0,ZD Cabernet Sauvignon,750ml,159.99,110.0,52,110.0,7.98, Large ,52365,42.1,84283.0,1524897.0,51.8,5.5,7.3,2.3,28.5,2,3.018679245283019,0.46846846846846846,1199.8500000000001,110.0
1140_80115750,1140,CA,80115750.0,ZD Cabernet Sauvignon,750ml,64.99,257.0,36,371.0,0.77, Medium ,56959,55.7,115247.0,2456245.0,64.4,16.8,6.4,3.2,29.4,3,1.7564864864864864,0.0967741935483871,1637.58,1227.9
505_80115750,505,TX,80115750.0,ZD Cabernet Sauvignon,750ml,79.99,1592.0,51,1623.0,10.99, Large ,123796,40.2,80999.0,1145351.0,52.9,19.3,19.4,10.8,24.2,2,1.5382692307692307,0.03140394088669951,972.84,1832.36
1704_80115750,1704,MA,80115750.0,ZD Cabernet Sauvignon,750ml,66.99,616.0,52,616.0,7.52, Large ,80567,40.9,82938.0,1242551.0,43.6,14.6,3.0,4.7,27.2,3,1.2639622641509434,0.08427876823338736,1112.48,1405.2
1129_80115750,1129,CA,80115750.0,ZD Cabernet Sauvignon,750ml,69.99,2250.0,52,2250.0,2.9, Large ,221630,36.5,72351.0,544837.0,45.5,34.2,10.8,7.8,19.8,3,1.320566037735849,0.02310084406930253,722.7,1467.09
524_80115750,524,TX,80115750.0,ZD Cabernet Sauvignon,750ml,66.99,5145.0,52,5145.0,6.12, Large ,65602,53.5,106365.0,1703161.0,53.3,21.5,5.8,6.0,25.4,3,1.2639622641509434,0.010104935872522347,1358.8999999999999,1797.12
501_80115750,501,TX,80115750.0,ZD Cabernet Sauvignon,750ml,79.99,4222.0,47,4671.0,12.44, Large ,189335,39.1,74425.0,1348097.0,56.6,30.4,6.1,14.4,21.3,4,1.6664583333333332,0.010059931506849315,832.83,1988.31
917_80115750,917,FL,80115750.0,ZD Cabernet Sauvignon,750ml,58.49,850.0,52,850.0,13.59, Small ,77995,33.7,69365.0,1092108.0,35.0,32.6,3.7,20.0,25.1,3,1.1035849056603775,0.06110458284371328,845.8700000000001,1118.4
2301_80115750,2301,CO,80115750.0,ZD Cabernet Sauvignon,750ml,69.99,1452.0,52,1452.0,6.29, Medium ,229522,36.7,71604.0,865880.0,57.5,21.7,5.4,8.1,22.3,3,1.320566037735849,0.035788024776324846,818.4100000000001,1452.0
1604_80115750,1604,MN,80115750.0,ZD Cabernet Sauvignon,750ml,82.99,729.0,52,729.0,9.99, Medium ,65749,40.9,80779.0,1142718.0,43.3,8.5,15.3,11.9,22.7,1,1.5658490566037735,0.07123287671232877,928.43,729.0
918_80115750,918,FL,80115750.0,ZD Cabernet Sauvignon,750ml,58.49,58.0,10,304.0,13.21, Medium ,95855,38.4,76987.0,1309505.0,42.4,64.5,3.0,10.9,26.9,4,5.317272727272727,0.03278688524590164,1032.9599999999998,5571.43
940_80115750,940,FL,80115750.0,ZD Cabernet Sauvignon,750ml,58.49,1610.0,52,1610.0,1.1, Small ,120259,29.4,58554.0,855976.0,36.8,19.7,1.9,35.4,29.0,3,1.1035849056603775,0.03227808814400993,852.5999999999999,1118.4
305_80115750,305,NJ,80115750.0,ZD Cabernet Sauvignon,750ml,78.99,1971.0,52,1971.0,2.96, Large ,60245,46.8,91707.0,1786040.0,48.2,15.6,4.1,8.1,26.4,4,1.490377358490566,0.02636916835699797,1235.5199999999998,884.0
1128_80115750,1128,CA,80115750.0,ZD Cabernet Sauvignon,750ml,64.99,1432.0,52,1432.0,6.61, Large ,91054,68.0,155687.0,2320557.0,64.7,16.3,30.2,1.5,26.1,3,1.2262264150943396,0.03628750872295883,1774.8000000000002,1467.09
1006_80115750,1006,AZ,80115750.0,ZD Cabernet Sauvignon,750ml,70.99,1934.0,52,1934.0,15.03, Large ,160333,25.6,53360.0,719646.0,34.8,43.9,3.3,7.8,22.2,3,1.339433962264151,0.026873385012919897,568.32,852.5
537_80115750,537,TX,80115750.0,ZD Cabernet Sauvignon,750ml,75.99,448.0,52,448.0,2.21, Medium ,68183,19.1,47208.0,436197.0,47.3,25.2,7.6,9.7,12.9,1,1.4337735849056603,0.11581291759465479,246.39000000000001,1633.5
1136_80115750,1136,CA,80115750.0,ZD Cabernet Sauvignon,750ml,60.99,1347.0,52,1347.0,1.65, Small ,219257,37.3,73194.0,763091.0,44.5,35.8,17.4,2.1,24.6,4,1.150754716981132,0.03857566765578635,917.5799999999999,1996.71
928_80115750,928,FL,80115750.0,ZD Cabernet Sauvignon,750ml,58.49,788.0,52,788.0,8.26, Medium ,81740,24.1,59842.0,537330.0,30.4,28.0,4.0,19.6,23.5,1,1.1035849056603775,0.06590621039290241,566.35,1071.43
1135_80115750,1135,CA,80115750.0,ZD Cabernet Sauvignon,750ml,64.99,241.0,52,241.0,1.19, Medium ,366397,57.2,121881.0,1059464.0,60.0,15.8,35.9,5.2,24.0,4,1.2262264150943396,0.21487603305785125,1372.8000000000002,850.08
602_80115750,602,NC,80115750.0,ZD Cabernet Sauvignon,750ml,69.99,39.0,12,169.0,22.31, Medium ,79315,24.5,52259.0,747990.0,46.0,8.0,5.3,34.6,22.1,1,5.383846153846154,0.07058823529411765,541.45,3032.47
